"Word","SimWord","Polarity","MqapWordStrength","MqapSimStrength","WordScore","SimScore","MqapCmp","PredictedCmpInformal","category.coef","category.p","interaction.coef","interaction.p","PredictedCmpFormal"
"grotesque/a","strange/a","negative",2,2,-0.66193458195,-0.520784245896,"same","stronger",-1.21458556212185,0.00155191059969512,0.42242422182852,0.000000000000000478468922823236,"weaker"
"handicapped/a","unfit/a","negative",1,2,-0.439251829325,-0.519056776819,"weaker","weaker",-0.68834199999495,0.00000525523215237667,-0.134674381034135,0.467427949804405,"same"
"haphazard/a","careless/a","negative",1,2,-1.00358472739,-0.75122242099,"weaker","stronger",-2.27407834883806,0.000116207437955018,1.23347251477127,0.000000710382618518951,"weaker"
"happy/a","golden/a","positive",2,1,0.56364505588,0.52687735167,"stronger","stronger",0.688907332718209,0.00469273651501757,-0.208101484472812,0.00000130292947038094,"weaker"
"happy/a","fortunate/a","positive",2,2,0.56364505588,1.33055835735,"same","weaker",0.669239356029697,0.0069173336688435,0.88371811530814,0.0000000000000000000000000000000000000000762958598764435,"stronger"
"harmonious/a","pure/a","positive",2,1,0.839266939957,0.452997912901,"stronger","stronger",1.25042609169243,0.000178432073015266,-0.720591447108818,0.000670761385760378,"weaker"
"harmonious/a","balanced/a","positive",2,1,0.839266939957,0.714502772786,"stronger","stronger",1.04070248942498,0.00573892543191237,-0.173128333440265,0.426493555940792,"same"
"hazy/a","indistinct/a","negative",1,1,-0.827445792629,-0.753821351918,"same","stronger",-1.04468723889937,0.00183200464035213,-0.550096003312041,0.0688347283766015,"same"
"heady/a","exciting/a","positive",2,2,1.84828478754,0.385010212014,"same","stronger",0.92079027680075,0.000295454937457643,-0.487553775400567,0.000142666237923644,"weaker"
"heady/a","bold/a","positive",2,2,1.84828478754,0.406956766494,"same","stronger",0.376581226480844,0.0842444971914296,0.148536029439367,0.276919451174226,"same"
"healthful/a","good/a","positive",2,1,0.747794901289,0.160687061069,"stronger","stronger",1.36081959518797,0.00506342987681276,-1.51368656273002,0.000729838931731896,"weaker"
"heartfelt/a","sincere/a","positive",2,2,1.58214286643,0.709084375034,"same","stronger",1.77635709894256,0.00000000000000000256974451496753,-0.967433429225238,0.000000000000000000000000000000000677761673601482,"weaker"
"heavenly/a","divine/a","positive",2,2,1.22800783013,0.962487716544,"same","stronger",0.48336675918395,0.515831280441471,0.769389687197323,0.134844366633041,"same"
"heavenly/a","divine/a","positive",2,2,1.22800783013,0.962487716544,"same","stronger",0.48336675918395,0.515831280441471,0.769389687197323,0.134844366633041,"same"
"hefty/a","considerable/a","neutral",1,2,0,0,"weaker","same",-0.639604630309431,0.0171297494034080,0.393224151485248,0.000193898316438073,"weaker"
"hideous/a","offensive/a","negative",2,1,-1.18933184861,-1.24321378399,"stronger","weaker",-1.64847068880058,0.000000000000000330443895804572,-0.181169076214326,0.00179374951615307,"stronger"
"hideous/a","ugly/a","negative",2,2,-1.18933184861,-0.72367358975,"same","stronger",-1.47775850441141,0.000000000000252005437778546,0.232614200679978,0.0000176357121025983,"weaker"
"hilarious/a","humorous/a","positive",2,2,0.943961318766,0.805314474315,"same","stronger",1.38950613103984,0.0000163705037114106,-0.80339712105037,2.37635371914444e-149,"weaker"
"historic/a","important/a","positive",1,1,0.36093480703,0.564584435658,"same","weaker",0.665010155890451,0.00281917888075355,0.0418262314491552,0.417463232355732,"same"
"hollow/a","meaningless/a","negative",2,2,-0.911785808613,-1.0039332687,"same","weaker",-1.20256581841322,0.0000000000000000000000000000000000000000198032119033601,-0.33199154778574,0.000000114819203101781,"stronger"
"honorable/a","right/a","positive",2,1,0.522705699401,0.459043379594,"stronger","stronger",0.467527138318423,0.0307701303782178,0.066158032476026,0.325292078337869,"same"
"horrid/a","bad/a","negative",2,2,-1.71582197335,-1.07821423547,"same","stronger",-2.35824938343189,0.0000000000000000000000000000000122703628432701,0.783853716706539,4.26198013942894e-57,"weaker"
"horrid/a","offensive/a","negative",2,1,-1.71582197335,-1.24321378399,"stronger","stronger",-2.69742330815398,1.22300772199857e-136,0.99598923087195,7.85967183135915e-65,"weaker"
"humorous/a","witty/a","positive",2,2,0.805314474315,0.892530017807,"same","weaker",0.790295416701997,0.0144157811444001,0.607966582032601,2.02405914568494e-60,"stronger"
"humorous/a","hilarious/a","positive",2,2,0.805314474315,0.943961318766,"same","weaker",0.58609261311826,0.0697554576218495,0.80339719536762,2.37621670553034e-149,"same"
"humourous/a","witty/a","positive",2,2,0.634347042726,0.892530017807,"same","weaker",0.619714545358657,0.0102838574945926,0.517989916336097,0.00101188702668821,"stronger"
"humourous/a","hilarious/a","positive",2,2,0.634347042726,0.943961318766,"same","weaker",0.504192261414182,0.0872011930992181,0.714160279897377,0.00000533952768162659,"same"
"hurtful/a","unkind/a","negative",1,2,-1.11203239807,-1.22490783805,"weaker","weaker",-1.72209373015201,0.00849522672473643,-0.0140461762682423,0.948376642785048,"same"
"hypocritical/a","insincere/a","negative",2,2,-0.995672417592,-1.44679323928,"same","weaker",-1.57348303702573,0.0000157297739898041,-0.614848810157454,0.00116736798005815,"stronger"
"ideal/a","perfect/a","positive",2,2,0.635158623116,1.58574381697,"same","weaker",0.753413422035908,0.201449956135464,1.29914824223258,7.76345731272641e-166,"same"
"idiotic/a","foolish/a","negative",2,2,-1.87706567033,-0.334651921895,"same","stronger",-2.05601605728006,0.000000000000000000000000000100702063176525,1.75654377751789,7.7305443646465e-161,"weaker"
"idyllic/a","perfect/a","positive",2,2,0.769725386779,1.58574381697,"same","weaker",0.557376484880984,0.362994122978478,1.52680553984749,7.12403220209202e-62,"same"
"idyllic/a","pleasant/a","positive",2,1,0.769725386779,0.573700391045,"stronger","stronger",0.312480934792715,0.240806255287275,0.000645454561468202,0.994596837920382,"same"
"illogical/a","inconsequential/a","negative",2,2,-1.06340509146,-0.730258116151,"same","stronger",-1.79875841185034,4.05182498870894e-72,1.01062996330320,0.00000000000000000000000860626397648628,"weaker"
"illogical/a","absurd/a","negative",2,2,-1.06340509146,-1.02991408174,"same","stronger",-2.25956754414907,1.16509878864472e-122,0.898169901275731,0.00000000000000000000000000000000000000000000000000000105003335153667,"weaker"
"illogical/a","incoherent/a","negative",2,2,-1.06340509146,-2.3013292954,"same","weaker",-2.02916576293440,0,-0.712648105366055,0.000000000000000000000263852031310531,"stronger"
"illustrious/a","glorious/a","positive",2,2,0.256005819548,0.542964769827,"same","weaker",0.768347243760305,0.161228406124528,0.737267764698328,0.0000000825824874524548,"same"
"imaginative/a","creative/a","positive",2,2,1.03134215489,0.644757686393,"same","stronger",1.04030264951610,0.00413210745316011,-0.209715447619934,0.000000194976467227137,"weaker"
"immature/a","childish/a","negative",1,2,-1.20345907885,-0.677675687339,"weaker","stronger",-1.54743800666405,0.000000000000114877236055702,0.142169227704738,0.0994320640237207,"same"
"immoral/a","disgraceful/a","negative",2,2,-0.361605992802,-1.4473388105,"same","weaker",-0.806593186971716,0.166795206889984,-2.37590681358573,1.63003957826706e-60,"same"
"immoral/a","wrong/a","negative",2,1,-0.361605992802,-0.513601596448,"stronger","weaker",-0.609028141102568,0.0136282880883651,-0.192796206641300,0.0103034588457411,"stronger"
"impeccable/a","perfect/a","positive",2,2,1.20803482592,1.58574381697,"same","weaker",3.51275533553694,0.0000000340959040886339,-1.45481964380791,3.26887896087587e-114,"weaker"
"important/a","historic/a","positive",1,1,0.564584435658,0.36093480703,"same","stronger",0.706849198044991,0.00114659309150277,-0.0418772313481802,0.416895080491385,"same"
"important/a","distinguished/a","positive",1,2,0.564584435658,0.528995102238,"weaker","stronger",0.679540600492307,0.00671455865435693,-0.324347764768016,0.000391499915512063,"weaker"
"important/a","great/a","positive",1,2,0.564584435658,0.879735922074,"weaker","weaker",0.608285124651054,0.0076783414670761,0.697671154420404,0,"stronger"
"important/a","monumental/a","positive",1,2,0.564584435658,0.481719392657,"weaker","stronger",0.677779510949493,0.00712200031390014,-0.226779955116584,0.00294616511994461,"weaker"
"important/a","momentous/a","positive",1,2,0.564584435658,0.91993856973,"weaker","weaker",0.678121333062478,0.0069488014523086,-0.0294859572111736,0.856180446673078,"same"
"important/a","influential/a","positive",1,1,0.564584435658,1.39161232711,"same","weaker",0.668335047505546,0.00757803691727914,0.590334821782329,0.000000000000000000604125952545188,"stronger"
"impressive/a","expansive/a","positive",2,2,0.31535487379,0.728721868431,"same","weaker",0.402529931297559,0.0718564790395272,0.478990638463670,0.0000131537311936241,"same"
"impressive/a","brilliant/a","positive",2,2,0.31535487379,0.817175877392,"same","weaker",0.21637108063616,0.230207303431723,1.51744444368358,0,"same"
"impressive/a","amazing/a","positive",2,2,0.31535487379,1.2159593416,"same","weaker",0.806345482882201,0.000175086781555904,2.20516345629102,0,"stronger"
"impressive/a","astonishing/a","positive",2,2,0.31535487379,0.742181986334,"same","weaker",0.385500327627638,0.0660843741729112,1.39834085287546,4.18070155684569e-132,"same"
"impressive/a","palatial/a","positive",2,2,0.31535487379,0.509251845616,"same","weaker",0.40583234303454,0.0920001027256234,-0.190091624025892,0.399319789557984,"same"
"impressive/a","arresting/a","positive",2,2,0.31535487379,1.64992047889,"same","weaker",0.403712286944847,0.0854788512127897,0.0967914217071335,0.617208050335063,"same"
"improper/a","wrong/a","negative",2,1,-0.747412358004,-0.513601596448,"stronger","stronger",-0.618974566441584,0.0398062594571302,-0.182226801304577,0.33347219783548,"same"
"improper/a","inappropriate/a","negative",2,2,-0.747412358004,-0.957321570006,"same","weaker",-0.694038245405285,0.0333290160121524,-0.786503405841568,0.0000451215476392108,"stronger"
"inaccurate/a","faulty/a","negative",2,1,-1.38070773653,-0.551384038226,"stronger","stronger",-1.90213991129558,0.00000000000000000000000687020044137252,0.607607181362565,0.000000131350599654769,"weaker"
"inactive/a","dull/a","negative",1,1,-1.36812397411,-1.28220749233,"same","stronger",-0.876987264092049,0.0151324378325398,-0.981397535639531,0.000355958097205205,"stronger"
"inactive/a","dead/a","negative",1,1,-1.36812397411,-0.405101607508,"same","stronger",-1.02602488919356,0.00689416932448663,0.370234611052561,0.177413069298481,"same"
"inadequate/a","incapable/a","negative",1,2,-0.879566876888,-1.26603622236,"weaker","weaker",-1.67690551344406,0.0000686395146348062,0.0803137713317355,0.420276683468961,"same"
"inadequate/a","deficient/a","negative",1,1,-0.879566876888,-0.81789325384,"same","stronger",-1.40661917980953,0.000772388554363384,-0.314466759197507,0.101420450772479,"same"
"inadequate/a","insufficient/a","negative",1,1,-0.879566876888,-0.90411903152,"same","weaker",-1.54040719788803,0.000012061315751285,0.00427867157132528,0.976070760673902,"same"
"inane/a","foolish/a","negative",2,2,-2.15888513657,-0.334651921895,"same","stronger",-2.2175821353666,0.00000000000000000000000000000000000000137896795136624,1.79507146248303,3.69477154487393e-60,"weaker"
"inappropriate/a","improper/a","negative",2,2,-0.957321570006,-0.747412358004,"same","stronger",-1.48059789675580,0.0000000410781657464936,0.786499752703997,0.0000451308855558454,"weaker"
"inappropriate/a","incongruous/a","negative",2,2,-0.957321570006,-0.905668612007,"same","stronger",-1.56781739801448,0.000000000006105554649741,0.185374366962259,0.0829667278015317,"same"
"incapable/a","unable/a","negative",2,1,-1.26603622236,-0.543380069387,"stronger","stronger",-1.50234620152153,0.000011520276264312,0.682907576147248,0.000000000000000000000000765323906467263,"weaker"
"incapable/a","inadequate/a","negative",2,1,-1.26603622236,-0.879566876888,"stronger","stronger",-1.59657831071405,0.000134617727626548,-0.0803422853030542,0.420111603463393,"same"
"incoherent/a","fuzzy/a","negative",2,1,-2.3013292954,-0.216971535731,"stronger","stronger",-2.18408691593121,0.0000000000000000000000715282123977636,2.48141016938852,1.44497719682618e-194,"weaker"
"incoherent/a","confused/a","negative",2,2,-2.3013292954,-0.588844268106,"same","stronger",-2.94650976966739,0.000000000000000000000000000000000000000762617444061651,2.20866703628595,1.97541272774382e-276,"weaker"
"incompatible/a","contradictory/a","negative",1,2,-0.225034681345,-0.420871301363,"weaker","weaker",-0.82660397647432,0.0167579910417200,0.181685030266501,0.37489979906498,"same"
"incompatible/a","disagreeable/a","negative",1,2,-0.225034681345,-0.814827271142,"weaker","weaker",-0.68631588499915,0.0222243189060905,-0.437224595943244,0.079001678374156,"same"
"incompatible/a","inconsistent/a","negative",1,1,-0.225034681345,-1.27711025893,"same","weaker",-0.465942524462273,0.112081928640660,-1.43257750574335,0.00000000000000810467108014988,"same"
"incompatible/a","incongruous/a","negative",1,2,-0.225034681345,-0.905668612007,"weaker","weaker",-0.510772841973928,0.0093427572780525,-0.723923559443178,0.000334312315256256,"stronger"
"incompetent/a","ineffective/a","negative",2,1,-2.21592811128,-1.47952515726,"stronger","stronger",-2.87210705122894,0.00000756290389999138,0.293419757030212,0.00268873689465983,"weaker"
"incompetent/a","unskilled/a","negative",2,1,-2.21592811128,-1.54483999737,"stronger","stronger",-3.07776867977631,0.00000529367302259896,0.696814691103706,0.00226643584923644,"weaker"
"incompetent/a","bad/a","negative",2,2,-2.21592811128,-1.07821423547,"same","stronger",-1.85075864279621,0.0000000000000000000104210002246883,0.266435034834832,0.000000522245821213258,"weaker"
"incompetent/a","inadequate/a","negative",2,1,-2.21592811128,-0.879566876888,"stronger","stronger",-2.53340748101973,0.0000000571920100460351,0.95495438054954,0.0000000000000000000000124784345972501,"weaker"
"incomplete/a","sketchy/a","negative",1,1,-0.681444220666,-0.529219628699,"same","stronger",-0.684850192034052,0.00512802988320011,-0.419165437725769,0.0000635849986731631,"stronger"
"incomplete/a","unfinished/a","negative",1,1,-0.681444220666,-0.604057767961,"same","stronger",-1.00165454949561,0.0171851136192837,-0.0676821432932941,0.471566918162712,"same"
"incongruous/a","inappropriate/a","negative",2,2,-0.905668612007,-0.957321570006,"same","weaker",-1.38247738806932,0.0000000155965126029752,-0.185362466407617,0.0829860632412986,"same"
"inconsequential/a","unimportant/a","negative",2,2,-0.730258116151,-0.486276962636,"same","stronger",-1.27265312235794,0.000000000000000000000963577175561869,0.625238130872082,0.0000000625423392007507,"weaker"
"inconsequential/a","illogical/a","negative",2,2,-0.730258116151,-1.06340509146,"same","weaker",-0.788310944097767,0.000000000101645899917931,-1.01057812687533,0.0000000000000000000000086509859522248,"stronger"
"inconsistent/a","spotty/a","negative",1,1,-1.27711025893,-0.497657031873,"same","stronger",-1.97271112360245,0.0000000000000000000270746347202677,0.719095598757727,0.0000000000000100507605082616,"weaker"
"inconsistent/a","incongruous/a","negative",1,2,-1.27711025893,-0.905668612007,"weaker","stronger",-2.00657166867435,0.00000000000000146644166642682,0.695223498432549,0.000000000277579675729674,"weaker"
"inconvenient/a","awkward/a","negative",2,2,-0.676414993938,-0.50226095245,"same","stronger",-0.757824866236263,0.00185495601085891,-0.231997831103707,0.0803678756705235,"same"
"incorrect/a","false/a","negative",1,2,-0.861861044603,-0.939919938066,"weaker","weaker",-1.48608198475442,0.00244047031716257,0.0158385380719107,0.799063354899242,"same"
"incorrect/a","erroneous/a","negative",1,2,-0.861861044603,-0.612885089841,"weaker","stronger",-1.29817142704894,0.0316305516453949,0.0212354478089590,0.902307591812743,"same"
"incorrect/a","improper/a","negative",1,2,-0.861861044603,-0.747412358004,"weaker","stronger",-1.30049036842175,0.0323937674515829,0.132755298465219,0.497738142352161,"same"
"incorrect/a","inaccurate/a","negative",1,2,-0.861861044603,-1.38070773653,"weaker","weaker",-1.23919461027121,0.00761499092241608,-0.924827578101261,0.00000000000000000000000000000000204495836105982,"stronger"
"incredible/a","fabulous/a","positive",2,2,1.09527016702,1.15828136673,"same","weaker",2.38011262574270,0.0000000000000104936641461134,0.335141355139319,0.0000000000000000000228525997088984,"stronger"
"incredible/a","astounding/a","positive",2,2,1.09527016702,0.554971071847,"same","stronger",2.67297770489787,0.0000000000461599800992901,-0.49832058988159,0.000000000000000108631164076228,"weaker"
"indefatigable/a","energetic/a","positive",2,1,2.75069629746,0.65882637852,"stronger","stronger",1.36229226071228,0.000201815594362057,-0.536312133846859,0.142740641858359,"same"
"indifferent/a","unimportant/a","negative",2,2,-0.993885303506,-0.486276962636,"same","stronger",-1.62634600296691,0.00345586870440876,0.286523844531438,0.00272861570851565,"weaker"
"indifferent/a","inferior/a","negative",2,2,-0.993885303506,-0.775238893866,"same","stronger",-1.56430710069979,0.00283944444319914,0.0867045612146763,0.229018119951598,"same"
"indistinct/a","dim/a","negative",1,1,-0.753821351918,-0.610325159473,"same","stronger",-0.99636073222686,0.000528510331327148,0.0419573407842317,0.901159463657967,"same"
"ineffective/a","incompetent/a","negative",1,2,-1.47952515726,-2.21592811128,"weaker","weaker",-2.57870975991683,0.0000632226469341311,-0.293439060503784,0.00268701730338362,"stronger"
"ineffectual/a","useless/a","negative",1,1,-0.826471288647,-1.41154392629,"same","weaker",-1.24976874329851,0.0000000000000985751135300518,-0.801514167802693,0.000000000000844467592135179,"stronger"
"inept/a","incompetent/a","negative",2,2,-1.8260944471,-2.21592811128,"same","weaker",-2.9660898655425,0.000000119153915874441,0.148297406957092,0.0276739556517685,"weaker"
"inexplicable/a","unexplained/a","negative",2,1,-0.829418743407,-0.738220209217,"stronger","stronger",-1.16986319918274,3.23699331029263e-77,-0.123778812332325,0.113077898846959,"same"
"inferior/a","indifferent/a","negative",2,2,-0.775238893866,-0.993885303506,"same","weaker",-1.47757416071066,0.00472116457138041,-0.0867343343018369,0.228858275679076,"same"
"inferior/a","mediocre/a","negative",2,2,-0.775238893866,-1.65127987691,"same","weaker",-1.17861220619847,0.0119579041220789,-1.26954154638581,1.07780931515373e-147,"stronger"
"inferior/a","bad/a","negative",2,2,-0.775238893866,-1.07821423547,"same","weaker",-0.509062385558537,0.00947050128496306,-1.07595126987160,7.87866044642165e-128,"stronger"
"inferior/a","deplorable/a","negative",2,2,-0.775238893866,-1.93366898731,"same","weaker",-1.40818801592477,0.000870839438466128,-1.48362016911518,0.0000000000000000000000000000000000000341459256970493,"stronger"
"inflated/a","pretentious/a","negative",1,2,-1.08923514719,-0.824976168977,"weaker","stronger",-0.899954382538836,0.047232594268194,-0.372804272772623,0.00283809921952985,"stronger"
"influential/a","potent/a","positive",1,2,1.39161232711,0.702350548877,"weaker","stronger",1.30259801383916,0.00000000848256516927477,-0.192450373843863,0.0598916405474529,"same"
"informative/a","educational/a","positive",1,1,1.16132868253,1.31285128355,"same","weaker",1.85047840061091,0.000122204767862056,-0.829374745880821,0.000000000000000000000000410896630296125,"weaker"
"inherent/a","implicit/a","neutral",2,1,0,0,"stronger","same",-0.300740159617711,0.444690245684565,0.151659626578183,0.318875767842475,"same"
"insensitive/a","dead/a","negative",2,1,-1.43330923074,-0.405101607508,"stronger","stronger",-0.907982033399464,0.00172097476783940,0.219608820624349,0.0124709551927682,"weaker"
"insensitive/a","dull/a","negative",2,1,-1.43330923074,-1.28220749233,"stronger","stronger",-0.781343725261566,0.00137094914898191,-1.13241522171856,0.000000000000000000000000000000000000239890547094742,"stronger"
"insensitive/a","dead/a","negative",2,1,-1.43330923074,-0.405101607508,"stronger","stronger",-0.907982033399464,0.00172097476783940,0.219608820624349,0.0124709551927682,"weaker"
"insightful/a","perceptive/a","positive",2,2,1.08775999142,0.968528774139,"same","stronger",1.23019510083863,0.0118848753938490,0.214503818542582,0.0609878074144201,"same"
"insincere/a","false/a","negative",2,2,-1.44679323928,-0.939919938066,"same","stronger",-2.06729196163266,0.000000853247277806587,0.674141869734229,0.000113080975121142,"weaker"
"insincere/a","hypocritical/a","negative",2,2,-1.44679323928,-0.995672417592,"same","stronger",-2.18789699061508,0.0000000308484411832833,0.614759726193049,0.00116914207837765,"weaker"
"instrumental/a","helpful/a","positive",1,1,0.904933161502,0.746226998625,"same","stronger",0.248162759648217,0.526641514396593,0.769447605075291,0.00000000000140787666246089,"same"
"insubstantial/a","shadowy/a","negative",2,1,-1.42477702916,-1.03302873877,"stronger","stronger",-2.89104654426621,0.00000024729708448745,1.41330136372730,0.0000000000000513324195929547,"weaker"
"insufferable/a","intolerable/a","negative",2,2,-1.27091064371,-1.25373699416,"same","stronger",-2.23951684246994,0.00000000000000000000000000000402800294030847,0.341293209267652,0.0136516272973968,"weaker"
"insufficient/a","inadequate/a","negative",1,1,-0.90411903152,-0.879566876888,"same","stronger",-1.53623070217203,0.0000229465862994733,-0.00428731816276431,0.97602242525408,"same"
"insulting/a","disrespectful/a","negative",2,2,-1.82649952615,-1.3183370644,"same","stronger",-3.21774682901764,1.51078764038356e-64,1.29428136013598,0.000000000000000000000000000000000354315932664958,"weaker"
"intermittent/a","sporadic/a","negative",1,1,-0.839413884822,-0.856981430377,"same","weaker",-1.22378579710832,0.0135385255277487,-0.213927798850948,0.220353951304945,"same"
"intimate/a","friendly/a","positive",1,2,0.930273056113,0.704636641247,"weaker","stronger",0.710128682277557,0.0250293853089027,0.265620393847677,0.00000000238071842560275,"stronger"
"invalid/a","false/a","negative",2,2,-0.777803173161,-0.939919938066,"same","weaker",-0.744181944309487,0.0813902282460971,-0.662710313200543,0.00000261311616458942,"same"
"invalid/a","bad/a","negative",2,2,-0.777803173161,-1.07821423547,"same","weaker",0.264659057632973,0.261906681723553,-1.84147873762941,0.000000000000000000000000000000000000000165312529431191,"same"
"inventive/a","creative/a","positive",1,2,0.638823525862,0.644757686393,"weaker","weaker",0.929794648961455,0.0137667503069927,-0.170650082408807,0.0000857857092660809,"weaker"
"irate/a","angry/a","negative",2,2,-1.82160317752,-0.943641032063,"same","stronger",-1.14286752071230,0.0126855893267718,-0.295704417314860,0.148296223405404,"same"
"irrelevant/a","extraneous/a","negative",2,1,-0.787943458712,-0.497143161669,"stronger","stronger",-1.28670253230283,0.000000000000000000000000000000000000000000000261559139695111,0.515845033006169,0.00000202241589731584,"weaker"
"irritating/a","disagreeable/a","negative",2,2,-1.97870675543,-0.814827271142,"same","stronger",-2.57931063773369,0.0000000000000000000000000000000000256859413431984,1.49595273246418,0.000000000000000730594064254185,"weaker"
"irritating/a","uncomfortable/a","negative",2,1,-1.97870675543,-0.578214358279,"stronger","stronger",-2.6880640678995,0.0000000000000000000000000000000993070150901121,1.83512307318181,1.93355110034103e-189,"weaker"
"jovial/a","joyous/a","positive",2,2,0.927704472475,1.20311764469,"same","weaker",0.499388116408452,0.00237096158675174,1.35848311213669,0.00000000000467704394185288,"stronger"
"joyful/a","joyous/a","positive",2,2,0.894258998331,1.20311764469,"same","weaker",1.18627113752995,0.00000176328451209679,0.215489711489126,0.205386637430467,"same"
"joyous/a","ecstatic/a","positive",2,2,1.20311764469,0.89403731383,"same","stronger",1.81770325203659,0.00000057645230735202,-1.03858827938959,0.000000000541587607213373,"weaker"
"juvenile/a","immature/a","negative",1,1,-0.698739414228,-1.20345907885,"same","weaker",-1.39268874021643,0.000000000000000000000000000000000000000000000198368915512977,0.202386324151057,0.0228159211808102,"weaker"
"lackluster/a","dull/a","negative",2,1,-1.49117778401,-1.28220749233,"stronger","stronger",-2.02097916214053,0.000000000156784209430523,0.0343154452403663,0.506422859628572,"same"
"lackluster/a","dull/a","negative",2,1,-1.49117778401,-1.28220749233,"stronger","stronger",-2.02097916214053,0.000000000156784209430523,0.0343154452403663,0.506422859628572,"same"
"lame/a","weak/a","negative",1,1,-1.8540676774,-0.896630145134,"same","stronger",-2.55825473674762,0.000000000000000000000000000000000256420389363195,1.27887114567674,0,"weaker"
"lame/a","unfit/a","negative",1,2,-1.8540676774,-0.519056776819,"weaker","stronger",-2.53486703451178,0,1.96974815740426,0.00000000000000000000000000000000111512444022148,"weaker"
"lamentable/a","bad/a","negative",2,2,-1.09647021724,-1.07821423547,"same","stronger",-1.54359810836913,0.000000000965190673595424,-0.0309257795706612,0.850473748158623,"same"
"laughable/a","foolish/a","negative",2,2,-2.09981291262,-0.334651921895,"same","stronger",-2.68504158215923,0.00000000000000000000000181273057855526,1.98934078341122,3.5130201480669e-251,"weaker"
"lazy/a","slow/a","negative",2,1,-0.617413962028,-0.454252633794,"stronger","stronger",-1.56716556858437,0.00000626597852562912,0.683414603974855,6.92736036305611e-83,"weaker"
"lethargic/a","listless/a","negative",1,2,-0.732632960498,-0.797890764278,"weaker","weaker",-1.0971593897327,0.0000108956535323391,-0.396449241642094,0.0263392637968683,"stronger"
"lewd/a","dirty/a","negative",2,1,-1.09946852523,-1.05609488646,"stronger","stronger",-1.71866042157433,0.00899054711186587,0.52124676086199,0.0100771061005740,"weaker"
"lifeless/a","dead/a","negative",1,1,-1.62393807557,-0.405101607508,"same","stronger",-2.32811131083066,0.000000000000661039463335597,1.62828722442086,1.53599101603064e-202,"weaker"
"lifeless/a","empty/a","negative",1,1,-1.62393807557,-0.808031991153,"same","stronger",-2.35125540518907,0.000000000000000000000000455432139160327,1.11579698022662,2.89146286264791e-83,"weaker"
"lifeless/a","dead/a","negative",1,1,-1.62393807557,-0.405101607508,"same","stronger",-2.32811131083066,0.000000000000661039463335597,1.62828722442086,1.53599101603064e-202,"weaker"
"light-hearted/a","cheerful/a","positive",2,2,0.958854362443,0.820299593821,"same","stronger",0.82146979749219,0.0153762031331585,0.194755892268485,0.0328905380946004,"stronger"
"light/a","pure/a","positive",1,1,0.460788575965,0.452997912901,"same","stronger",0.302674154833191,0.143497861450241,0.176778457008711,0.000000000151010254925034,"same"
"light/a","easy/a","positive",1,1,0.460788575965,0.780805332376,"same","weaker",0.566697614943949,0.133486945285673,0.361858442091668,0.0000000000000000000000000000000000000000000000000000384037874376781,"same"
"limp/a","stale/a","negative",2,2,-1.81892942268,-1.35946686083,"same","stronger",-2.40298816358361,0.00000000000911668755897082,0.286312377629379,0.000530885543519943,"weaker"
"listless/a","lethargic/a","negative",2,1,-0.797890764278,-0.732632960498,"stronger","stronger",-1.49341539006266,0.00000000649263843603679,0.396438658942595,0.0263431849614399,"weaker"
"live/a","vital/a","positive",1,2,0.506130614841,0.599913132804,"weaker","weaker",0.658092027008756,0.000000000113762826717284,-0.282192781076141,0.00000205557440965712,"weaker"
"live/a","lively/a","positive",1,2,0.506130614841,0.951918493088,"weaker","weaker",0.586668545258355,0.000000000763488649871149,0.20913954399188,0.0000449320455109699,"stronger"
"lively/a","warm/a","positive",2,1,0.951918493088,0.660483697117,"stronger","stronger",0.606443022151342,0.00741729665466257,0.211618228491230,0.0000368302360287281,"stronger"
"lively/a","live/a","positive",2,1,0.951918493088,0.506130614841,"stronger","stronger",0.795827034995053,0.00000000000000474933514266673,-0.209174842178722,0.0000447991469238478,"weaker"
"lively/a","spirited/a","positive",2,1,0.951918493088,0.246407817832,"stronger","stronger",0.83522423536601,0.00174447288798844,-0.734399494246259,0.00000000000000000467422677700997,"weaker"
"lively/a","energetic/a","positive",2,1,0.951918493088,0.65882637852,"stronger","stronger",0.704716623907850,0.00972316946467068,0.0833782731340012,0.195654596317751,"same"
"lively/a","eventful/a","positive",2,1,0.951918493088,0.683120539859,"stronger","stronger",0.762863239408239,0.00357059563025556,-0.417692537504099,0.00613059064954191,"weaker"
"lively/a","animated/a","positive",2,1,0.951918493088,0.407251837712,"stronger","stronger",0.81191639784731,0.00112782413957306,-0.0478500656370099,0.348696234096122,"same"
"livid/a","angry/a","negative",2,2,-2.04494187138,-0.943641032063,"same","stronger",-1.70067384582573,0.00093459829245501,0.230868318109644,0.30135355185438,"same"
"lousy/a","bad/a","negative",2,2,-1.77689357651,-1.07821423547,"same","stronger",-2.35531595253959,0.0000000000000000000000000000000516860195856899,0.77399110020547,5.82350522090553e-107,"weaker"
"lousy/a","dirty/a","negative",2,1,-1.77689357651,-1.05609488646,"stronger","stronger",-3.49441900042018,0.000000000035877342201817,1.95843785770445,0,"weaker"
"lousy/a","nasty/a","negative",2,2,-1.77689357651,-1.05158998903,"same","stronger",-3.25121281206059,0.000000000112517746389797,1.97496384090268,0,"weaker"
